flights_delayed_per_day,arr_delay_rate_per_day,avg_arr_delay_time_per_day,delay_rate_per_day,avg_delay_time_per_day,dep_delay_rate_per_day,avg_dep_delay_time_per_day,volume_per_day,arr_volume_per_day,dep_volume_per_day
69,0.189873417721519,25.3,0.21835443037974683,-3.7816455696202533,0.2468354430379747,-0.6392405063291139,316,158,158
91,0.30864197530864196,8.42,0.2834890965732087,-4.052959501557632,0.2578616352201258,-0.6792452830188679,321,162,159
92,0.34591194968553457,10.090909090909092,0.2875,-2.621875,0.22981366459627328,-0.422360248447205,320,159,161
83,0.2608695652173913,19.357142857142858,0.2601880877742947,-1.3949843260188088,0.25949367088607594,1.4240506329113924,319,161,158
76,0.2389937106918239,18.94736842105263,0.2360248447204969,-3.0372670807453415,0.2331288343558282,0.7484662576687117,322,159,163
80,0.29518072289156627,20.714285714285715,0.24242424242424243,-1.8,0.18902439024390244,-0.4146341463414634,330,166,164
64,0.2037037037037037,10.393939393939394,0.19631901840490798,-4.966257668711656,0.18902439024390244,-1.2317073170731707,326,162,164
60,0.17391304347826086,14.357142857142858,0.18808777429467086,-4.492163009404389,0.20253164556962025,0.08227848101265822,319,161,158
86,0.25625,16.29268292682927,0.26959247648902823,-2.0376175548589344,0.2830188679245283,1.9559748427672956,319,160,159
49,0.1794871794871795,7.928571428571429,0.15755627009646303,-5.967845659163987,0.13548387096774195,-1.7096774193548387,311,156,155
60,0.189873417721519,7.133333333333334,0.19047619047619047,-5.2444444444444445,0.1910828025477707,-0.6560509554140127,315,158,157
85,0.20382165605095542,40.03125,0.2724358974358974,-1.6025641025641026,0.3419354838709677,0.4258064516129032,312,157,155
82,0.23125,16.62162162162162,0.25386996904024767,-2.6439628482972135,0.27607361963190186,0.7423312883435583,323,160,163
81,0.26993865030674846,9.909090909090908,0.24695121951219512,-3.7804878048780486,0.22424242424242424,-0.4121212121212121,328,163,165
74,0.23270440251572327,18.43243243243243,0.23417721518987342,-2.4177215189873418,0.2356687898089172,1.2993630573248407,316,159,157
103,0.2822085889570552,21.91304347826087,0.3188854489164087,-1.0061919504643964,0.35625,1.925,323,163,160
125,0.35403726708074534,16.07017543859649,0.382262996941896,1.1559633027522935,0.40963855421686746,4.22289156626506,327,161,166
74,0.22151898734177214,28.285714285714285,0.2356687898089172,-0.964968152866242,0.25,2.8653846153846154,314,158,156
88,0.23170731707317074,36.78947368421053,0.2691131498470948,0.10397553516819572,0.3067484662576687,3.3803680981595092,327,164,163
99,0.34355828220858897,25.0,0.30368098159509205,2.4539877300613497,0.26380368098159507,4.368098159509202,326,163,163
74,0.22085889570552147,14.61111111111111,0.22492401215805471,-3.7872340425531914,0.2289156626506024,0.25903614457831325,329,163,166
46,0.16463414634146342,10.074074074074074,0.14285714285714285,-7.614906832298137,0.12025316455696203,-2.151898734177215,322,164,158
55,0.19875776397515527,8.46875,0.1697530864197531,-5.972222222222222,0.1411042944785276,-2.852760736196319,324,161,163
55,0.19135802469135801,9.96774193548387,0.16923076923076924,-4.898461538461539,0.147239263803681,-0.44171779141104295,325,162,163
45,0.1320754716981132,36.80952380952381,0.14106583072100312,-4.8808777429467085,0.15,-1.45,319,159,160
34,0.13580246913580246,22.181818181818183,0.10559006211180125,-7.605590062111801,0.075,-2.9375,322,162,160
60,0.24539877300613497,14.1,0.18404907975460122,-6.306748466257669,0.12269938650306748,-3.392638036809816,326,163,163
53,0.16352201257861634,7.461538461538462,0.16614420062695925,-6.93730407523511,0.16875,-2.19375,319,159,160
41,0.12727272727272726,76.28571428571429,0.125,-4.277439024390244,0.12269938650306748,-3.0736196319018405,328,165,163
79,0.3081761006289308,10.979591836734693,0.2507936507936508,-3.6031746031746033,0.19230769230769232,-1.5384615384615385,315,159,156
55,0.22839506172839505,9.756756756756756,0.16923076923076924,-5.9107692307692306,0.11042944785276074,-3.803680981595092,325,162,163
64,0.2138364779874214,7.4411764705882355,0.19937694704049844,-5.146417445482866,0.18518518518518517,-1.2962962962962963,321,159,162
65,0.2578616352201258,13.365853658536585,0.20440251572327045,-4.8742138364779874,0.1509433962264151,-2.7672955974842766,318,159,159
85,0.3170731707317073,27.78846153846154,0.25757575757575757,-0.20606060606060606,0.19879518072289157,-0.6265060240963856,330,164,166
68,0.23780487804878048,23.692307692307693,0.2085889570552147,-1.156441717791411,0.17901234567901234,2.9876543209876543,326,164,162
101,0.3795180722891566,10.746031746031745,0.30606060606060603,-1.8212121212121213,0.23170731707317074,0.8048780487804879,330,166,164
65,0.23270440251572327,23.054054054054053,0.20186335403726707,-2.7577639751552794,0.17177914110429449,-2.2576687116564416,322,159,163
93,0.36904761904761907,23.93548387096774,0.27844311377245506,1.0389221556886228,0.18674698795180722,-0.4939759036144578,334,168,166
76,0.28484848484848485,8.212765957446809,0.23030303030303031,-4.2727272727272725,0.17575757575757575,-1.8606060606060606,330,165,165
71,0.2909090909090909,26.1875,0.21846153846153846,-2.0246153846153847,0.14375,-1.85,325,165,160
87,0.2891566265060241,27.645833333333332,0.26126126126126126,0.0960960960960961,0.23353293413173654,1.5868263473053892,333,166,167
64,0.2261904761904762,15.131578947368421,0.19161676646706588,-4.083832335329341,0.1566265060240964,-0.7168674698795181,334,168,166
69,0.22424242424242424,21.62162162162162,0.20909090909090908,-1.7787878787878788,0.19393939393939394,3.0,330,165,165
74,0.2545454545454545,14.880952380952381,0.22424242424242424,-3.212121212121212,0.19393939393939394,-1.0787878787878789,330,165,165
80,0.3151515151515151,10.153846153846153,0.24169184290030213,-4.006042296072508,0.1686746987951807,-1.8132530120481927,331,165,166
64,0.1951219512195122,7.34375,0.1951219512195122,-5.487804878048781,0.1951219512195122,-1.7682926829268293,328,164,164
59,0.25308641975308643,10.097560975609756,0.18042813455657492,-6.0,0.10909090909090909,-3.3212121212121213,327,162,165
58,0.2155688622754491,27.916666666666668,0.17682926829268292,-3.0304878048780486,0.13664596273291926,-1.5093167701863355,328,167,161
89,0.2804878048780488,35.71739130434783,0.27134146341463417,3.3963414634146343,0.2621951219512195,4.225609756097561,328,164,164
60,0.2469879518072289,12.804878048780488,0.182370820668693,-4.507598784194529,0.1165644171779141,-3.0306748466257667,329,166,163
41,0.14375,8.434782608695652,0.12615384615384614,-7.541538461538462,0.10909090909090909,-3.8181818181818183,325,160,165
59,0.24074074074074073,27.615384615384617,0.1826625386996904,-2.365325077399381,0.12422360248447205,-0.6956521739130435,323,162,161
60,0.20958083832335328,45.05714285714286,0.18018018018018017,-0.7687687687687688,0.15060240963855423,-0.4939759036144578,333,167,166
37,0.16352201257861634,8.923076923076923,0.11526479750778816,-6.5233644859813085,0.06790123456790123,-2.8395061728395063,321,159,162
50,0.22424242424242424,28.486486486486488,0.15151515151515152,-3.987878787878788,0.07878787878787878,-3.8363636363636364,330,165,165
55,0.22085889570552147,8.277777777777779,0.16717325227963525,-5.379939209726444,0.1144578313253012,-1.891566265060241,329,163,166
52,0.1901840490797546,17.967741935483872,0.1625,-5.403125,0.1337579617834395,-2.445859872611465,320,163,157
51,0.2236024844720497,15.472222222222221,0.15548780487804878,-5.1189024390243905,0.08982035928143713,-2.7425149700598803,328,161,167
56,0.20238095238095238,10.794117647058824,0.17177914110429449,-6.220858895705521,0.13924050632911392,-3.0316455696202533,326,168,158
43,0.16025641025641027,36.08,0.13564668769716087,-4.100946372239748,0.11180124223602485,-2.260869565217391,317,156,161
62,0.20125786163522014,39.625,0.19682539682539682,-0.8031746031746032,0.19230769230769232,1.6666666666666667,315,159,156
90,0.29375,25.51063829787234,0.2786377708978328,-0.3591331269349845,0.26380368098159507,0.44785276073619634,323,160,163
59,0.21739130434782608,8.114285714285714,0.1838006230529595,-6.728971962616822,0.15,-2.83125,321,161,160
48,0.18012422360248448,36.06896551724138,0.15,-4.840625,0.11949685534591195,-3.2264150943396226,320,161,159
52,0.18238993710691823,10.241379310344827,0.16300940438871472,-5.793103448275862,0.14375,-0.95625,319,159,160
61,0.16352201257861634,30.884615384615383,0.19365079365079366,-4.247619047619048,0.22435897435897437,-1.1987179487179487,315,159,156
40,0.12658227848101267,13.6,0.12658227848101267,-6.3575949367088604,0.12658227848101267,-2.5063291139240507,316,158,158
45,0.1625,29.192307692307693,0.14195583596214512,-3.3406940063091484,0.12101910828025478,1.78343949044586,317,160,157
46,0.17391304347826086,24.928571428571427,0.14153846153846153,-5.8246153846153845,0.10975609756097561,-3.426829268292683,325,161,164
41,0.14465408805031446,12.521739130434783,0.13099041533546327,-6.817891373801917,0.11688311688311688,-2.4025974025974026,313,159,154
38,0.12101910828025478,42.473684210526315,0.12063492063492064,-5.130158730158731,0.12025316455696203,-0.8544303797468354,315,157,158
42,0.16875,31.185185185185187,0.1308411214953271,-5.327102803738318,0.09316770186335403,-3.6832298136645965,321,160,161
39,0.15,13.708333333333334,0.12111801242236025,-7.059006211180124,0.09259259259259259,-3.8703703703703702,322,160,162
42,0.18238993710691823,11.448275862068966,0.13249211356466878,-6.684542586750789,0.08227848101265822,-3.8734177215189876,317,159,158
50,0.16455696202531644,17.846153846153847,0.1597444089456869,-5.217252396166134,0.15483870967741936,-0.9096774193548387,313,158,155
42,0.1625,7.576923076923077,0.1308411214953271,-7.507788161993769,0.09937888198757763,-3.770186335403727,321,160,161
69,0.25949367088607594,14.121951219512194,0.2169811320754717,-3.1729559748427674,0.175,0.08125,318,158,160
57,0.2360248447204969,15.368421052631579,0.1792452830188679,-3.7955974842767297,0.12101910828025478,-1.5796178343949046,318,161,157
80,0.2732919254658385,14.363636363636363,0.24615384615384617,-1.3476923076923077,0.21951219512195122,1.896341463414634,325,161,164
51,0.189873417721519,8.2,0.16037735849056603,-6.2421383647798745,0.13125,-2.15625,318,158,160
49,0.16981132075471697,15.11111111111111,0.15555555555555556,-5.022222222222222,0.14102564102564102,-0.7435897435897436,315,159,156
36,0.10759493670886076,29.529411764705884,0.11392405063291139,-4.537974683544304,0.12025316455696203,1.1708860759493671,316,158,158
36,0.15723270440251572,9.52,0.11145510835913312,-7.53250773993808,0.06707317073170732,-2.9695121951219514,323,159,164
40,0.125,4.85,0.12539184952978055,-7.586206896551724,0.12578616352201258,-3.270440251572327,319,160,159
56,0.25949367088607594,10.048780487804878,0.1761006289308176,-4.930817610062893,0.09375,-3.70625,318,158,160
53,0.18354430379746836,13.931034482758621,0.16878980891719744,-5.012738853503185,0.15384615384615385,-1.5897435897435896,314,158,156
58,0.2236024844720497,13.333333333333334,0.17846153846153845,-5.707692307692308,0.13414634146341464,-3.4878048780487805,325,161,164
48,0.19230769230769232,8.933333333333334,0.15335463258785942,-6.086261980830671,0.11464968152866242,-3.789808917197452,313,156,157
61,0.25316455696202533,11.625,0.1955128205128205,-5.185897435897436,0.13636363636363635,-2.688311688311688,312,158,154
6,0.15151515151515152,105.4,0.08571428571428572,-1.8857142857142857,0.02702702702702703,-5.783783783783784,70,33,37
